generator_depth	generator_base_breadth	assemble_loss_weights	alpha	min_data_size	max_data_size	batch_size	augmentation_dict	epochs	patience
4	16	0.8	0.2	256	512	16	{}	100000	100
d_loss	g_loss	mae	val_loss	val_mae
0.9106305241584778	0.9991158246994019	0.6660270690917969	0.6146574020385742	0.6146574020385742
0.7839404344558716	0.8826757669448853	0.5943780541419983	0.5446239709854126	0.5446239709854126
0.6964040994644165	0.8328825831413269	0.5129862427711487	0.492336630821228	0.492336630821228
0.6324636936187744	0.7543504238128662	0.4620709717273712	0.440944105386734	0.440944105386734
0.6052227020263672	0.6547536849975586	0.4251766800880432	0.40932777523994446	0.40932777523994446
0.48892390727996826	0.5900608897209167	0.3935295045375824	0.3761090934276581	0.3761090934276581
0.45913246273994446	0.5544953942298889	0.364242821931839	0.34444135427474976	0.34444135427474976
0.4736592471599579	0.48508507013320923	0.3284599184989929	0.32214584946632385	0.32214584946632385
0.4208599925041199	0.4630082845687866	0.31114640831947327	0.29589033126831055	0.29589033126831055
0.42239171266555786	0.42505574226379395	0.2883048951625824	0.278047651052475	0.278047651052475
0.4190414845943451	0.4256340265274048	0.27518999576568604	0.26403477787971497	0.26403477787971497
0.40815269947052	0.3993457853794098	0.2603980004787445	0.2539965510368347	0.2539965510368347
0.3815003037452698	0.39039766788482666	0.24913236498832703	0.23993487656116486	0.23993487656116486
0.37968581914901733	0.38137003779411316	0.23819999396800995	0.2305058240890503	0.2305058240890503
0.39135822653770447	0.3579919934272766	0.22617344558238983	0.21820321679115295	0.21820321679115295
0.40959542989730835	0.3531738519668579	0.21821510791778564	0.21415993571281433	0.21415993571281433
0.38505759835243225	0.3478289842605591	0.20822036266326904	0.20569540560245514	0.20569540560245514
0.39210012555122375	0.3412090539932251	0.20235846936702728	0.19972926378250122	0.19972926378250122
0.3890753388404846	0.3446905016899109	0.20010285079479218	0.1950475573539734	0.1950475573539734
0.39911651611328125	0.3240296244621277	0.19073033332824707	0.18695832788944244	0.18695832788944244
0.38947245478630066	0.3038747310638428	0.1814892590045929	0.1802314966917038	0.1802314966917038
0.4106486141681671	0.3352394104003906	0.1839241236448288	0.17583315074443817	0.17583315074443817
0.38872307538986206	0.3017280697822571	0.1738942563533783	0.17123806476593018	0.17123806476593018
0.37613579630851746	0.308715283870697	0.17065578699111938	0.1657291054725647	0.1657291054725647
0.38987961411476135	0.29429328441619873	0.16845548152923584	0.16231125593185425	0.16231125593185425
0.38674524426460266	0.28909745812416077	0.1608857810497284	0.1583540141582489	0.1583540141582489
0.3712184429168701	0.2904176712036133	0.15237611532211304	0.15443338453769684	0.15443338453769684
0.3983760178089142	0.2930028438568115	0.15207694470882416	0.15123996138572693	0.15123996138572693
0.38635507225990295	0.28968799114227295	0.1500072032213211	0.14845679700374603	0.14845679700374603
0.3950131833553314	0.29160645604133606	0.14770962297916412	0.14560475945472717	0.14560475945472717
0.36992931365966797	0.29216960072517395	0.14617875218391418	0.1450355052947998	0.1450355052947998
0.3719158172607422	0.27431342005729675	0.1416630744934082	0.14171995222568512	0.14171995222568512
0.3764321208000183	0.26408591866493225	0.13917404413223267	0.1399279087781906	0.1399279087781906
0.36844581365585327	0.27521729469299316	0.13959290087223053	0.13923485577106476	0.13923485577106476
0.3836473226547241	0.25463366508483887	0.13686002790927887	0.13724234700202942	0.13724234700202942
0.3744410574436188	0.2752729654312134	0.1392481029033661	0.13386665284633636	0.13386665284633636
0.3637448847293854	0.27442991733551025	0.13527539372444153	0.1318831741809845	0.1318831741809845
0.36729928851127625	0.25760793685913086	0.12308348715305328	0.13203057646751404	0.13203057646751404
0.3672322928905487	0.24780027568340302	0.12559811770915985	0.12901043891906738	0.12901043891906738
0.3625192940235138	0.25230473279953003	0.12434200942516327	0.12742990255355835	0.12742990255355835
0.38313379883766174	0.2565936744213104	0.13268806040287018	0.12649233639240265	0.12649233639240265
0.3575389087200165	0.2533743977546692	0.12333165854215622	0.1240403950214386	0.1240403950214386
0.3779863715171814	0.2566978931427002	0.12042973190546036	0.12263640761375427	0.12263640761375427
0.3745264410972595	0.2407553791999817	0.12034031748771667	0.12131313979625702	0.12131313979625702
0.36890992522239685	0.25038957595825195	0.12584470212459564	0.12112888693809509	0.12112888693809509
0.36162152886390686	0.2673337161540985	0.12540486454963684	0.12417686730623245	0.12417686730623245
0.3701809048652649	0.25929898023605347	0.12810876965522766	0.12181846052408218	0.12181846052408218
0.39281436800956726	0.23111997544765472	0.12355886399745941	0.11733977496623993	0.11733977496623993
0.39086753129959106	0.21876752376556396	0.11561064422130585	0.11606192588806152	0.11606192588806152
0.3816694915294647	0.20710229873657227	0.1139257624745369	0.11567813158035278	0.11567813158035278
0.3447803556919098	0.24344918131828308	0.11276398599147797	0.11495800316333771	0.11495800316333771
0.35201936960220337	0.25333550572395325	0.1130046471953392	0.11663641780614853	0.11663641780614853
0.3620642125606537	0.23028521239757538	0.1115475594997406	0.11245173215866089	0.11245173215866089
0.35383346676826477	0.23628634214401245	0.11113588511943817	0.11137279123067856	0.11137279123067856
0.36180102825164795	0.216691255569458	0.10625629127025604	0.11082527041435242	0.11082527041435242
0.3656625747680664	0.23033718764781952	0.10579217970371246	0.11064640432596207	0.11064640432596207
0.35190361738204956	0.2465052306652069	0.11198443174362183	0.10981045663356781	0.10981045663356781
0.3569040596485138	0.23511190712451935	0.11521157622337341	0.10946502536535263	0.10946502536535263
0.35043999552726746	0.22881826758384705	0.11460530757904053	0.10861334949731827	0.10861334949731827
0.3693889081478119	0.20946012437343597	0.11129942536354065	0.10969201475381851	0.10969201475381851
0.3521268367767334	0.23623865842819214	0.10021577775478363	0.11246379464864731	0.11246379464864731
0.3378901779651642	0.22553503513336182	0.10674957931041718	0.10947205126285553	0.10947205126285553
0.3519513010978699	0.23128461837768555	0.1009598895907402	0.11106263846158981	0.11106263846158981
0.3491339087486267	0.24532827734947205	0.10859191417694092	0.10737347602844238	0.10737347602844238
0.34436485171318054	0.2401481717824936	0.10761751234531403	0.10617358982563019	0.10617358982563019
0.3373519778251648	0.2519364655017853	0.10754184424877167	0.10577360540628433	0.10577360540628433
0.3370749354362488	0.21780280768871307	0.10416489094495773	0.1043720468878746	0.1043720468878746
0.33915987610816956	0.24563580751419067	0.10463126003742218	0.10352884232997894	0.10352884232997894
0.33781898021698	0.23348939418792725	0.10265335440635681	0.10251475870609283	0.10251475870609283
0.3289516568183899	0.2299843430519104	0.10199408233165741	0.10593277961015701	0.10593277961015701
0.3169732391834259	0.23306144773960114	0.10735401511192322	0.1009448915719986	0.1009448915719986
0.3616783022880554	0.20836317539215088	0.09918411076068878	0.1024332046508789	0.1024332046508789
0.3344520926475525	0.22095134854316711	0.09341937303543091	0.10496784001588821	0.10496784001588821
0.3349542021751404	0.23008254170417786	0.09033918380737305	0.10855033248662949	0.10855033248662949
0.33860042691230774	0.22683361172676086	0.09427063912153244	0.1034402847290039	0.1034402847290039
0.32653313875198364	0.23517851531505585	0.10427513718605042	0.10137905925512314	0.10137905925512314
0.32299745082855225	0.2310829758644104	0.09809984266757965	0.09934549033641815	0.09934549033641815
0.31698620319366455	0.22421035170555115	0.09668911248445511	0.09909238666296005	0.09909238666296005
0.33311644196510315	0.22461426258087158	0.09855112433433533	0.09932413697242737	0.09932413697242737
0.3470657169818878	0.2144918441772461	0.09837620705366135	0.09871610999107361	0.09871610999107361
0.33802181482315063	0.22054970264434814	0.09933110326528549	0.100153848528862	0.100153848528862
0.3350563645362854	0.22228822112083435	0.1063728854060173	0.0984971672296524	0.0984971672296524
0.3621360957622528	0.22803303599357605	0.10167207568883896	0.09865333139896393	0.09865333139896393
0.31820839643478394	0.22420838475227356	0.0954773798584938	0.10055318474769592	0.10055318474769592
0.39021265506744385	0.22808770835399628	0.09021386504173279	0.10199800133705139	0.10199800133705139
0.36394697427749634	0.21032515168190002	0.08791227638721466	0.09791666269302368	0.09791666269302368
0.3563465178012848	0.2025621086359024	0.09224575757980347	0.09715370833873749	0.09715370833873749
0.36617961525917053	0.1960965394973755	0.09472072124481201	0.09556091576814651	0.09556091576814651
0.3508981466293335	0.1926480233669281	0.09463563561439514	0.09418059885501862	0.09418059885501862
0.37180423736572266	0.178716778755188	0.08608981966972351	0.09469861537218094	0.09469861537218094
0.36287838220596313	0.20113003253936768	0.09342183917760849	0.09433765709400177	0.09433765709400177
0.3205321431159973	0.22986860573291779	0.09324783086776733	0.09958069771528244	0.09958069771528244
0.379597932100296	0.20737424492835999	0.09766218811273575	0.09555847197771072	0.09555847197771072
0.34992021322250366	0.19842815399169922	0.10197381675243378	0.09666847437620163	0.09666847437620163
0.36366036534309387	0.1732058823108673	0.09730491042137146	0.09552770107984543	0.09552770107984543
0.3462834656238556	0.18964406847953796	0.08322656154632568	0.10176242887973785	0.10176242887973785
0.36330410838127136	0.1647593230009079	0.08388597518205643	0.10088728368282318	0.10088728368282318
0.3569694757461548	0.20036587119102478	0.08979979157447815	0.09500215202569962	0.09500215202569962
